probe,arm,run,judge,total,c1,c2,c3,c4,c5
P17r,bare,22,sonnet,7,2,2,1,1,1
P17r,bare,23,opus,7,2,2,1,1,1
P17r,bare,23,sonnet,5,2,2,1,0,0
P17r,bare,24,opus,7,2,1,1,2,1
P17r,bare,24,sonnet,6,2,1,1,2,0
P17r,bare,25,opus,8,2,2,1,2,1
P17r,bare,25,sonnet,6,2,2,1,1,0
P17r,bare,26,opus,6,2,1,1,1,1
P17r,bare,26,sonnet,6,2,1,1,2,0
P17r,bare,27,opus,8,2,1,2,2,1
P17r,bare,27,sonnet,7,2,1,2,2,0
P17r,bare,28,opus,5,2,0,2,1,0
P17r,bare,28,sonnet,4,1,0,2,1,0
P17r,bare,29,opus,4,2,0,0,2,0
P17r,bare,29,sonnet,6,2,1,2,1,0
P17r,bare,30,opus,7,2,2,1,1,1
P17r,bare,30,sonnet,7,2,2,1,1,1
P17r,noslop_full,1,opus,10,2,2,2,2,2
P17r,noslop_full,1,sonnet,10,2,2,2,2,2
P17r,noslop_full,2,opus,10,2,2,2,2,2
P17r,noslop_full,2,sonnet,10,2,2,2,2,2
P17r,noslop_full,3,opus,10,2,2,2,2,2
P17r,noslop_full,3,sonnet,9,2,2,2,1,2
P17r,noslop_full,4,sonnet,8,2,2,1,2,1
P17r,noslop_full,5,opus,8,2,1,2,2,1
P17r,noslop_full,5,sonnet,8,2,1,2,2,1
P17r,noslop_full,6,opus,10,2,2,2,2,2
P17r,noslop_full,6,sonnet,10,2,2,2,2,2
P17r,noslop_full,7,opus,10,2,2,2,2,2
P17r,noslop_full,7,sonnet,8,2,2,1,2,1
P17r,noslop_full,8,opus,9,2,2,1,2,2
P17r,noslop_full,8,sonnet,9,2,2,1,2,2
P17r,noslop_full,9,opus,10,2,2,2,2,2
P17r,noslop_full,9,sonnet,10,2,2,2,2,2
P17r,noslop_full,10,opus,10,2,2,2,2,2
P17r,noslop_full,10,sonnet,10,2,2,2,2,2
P17r,noslop_full,11,opus,10,2,2,2,2,2
P17r,noslop_full,11,sonnet,10,2,2,2,2,2
P17r,noslop_full,12,opus,10,2,2,2,2,2
P17r,noslop_full,12,sonnet,7,2,1,1,2,1
P17r,noslop_full,13,opus,9,2,2,2,2,1
P17r,noslop_full,13,sonnet,8,2,2,1,2,1
P17r,noslop_full,14,opus,10,2,2,2,2,2
P17r,noslop_full,14,sonnet,8,2,2,2,1,1
P17r,noslop_full,15,opus,10,2,2,2,2,2
P17r,noslop_full,15,sonnet,8,2,2,1,2,1
P17r,noslop_full,16,opus,8,2,2,1,2,1
P17r,noslop_full,17,opus,10,2,2,2,2,2
P17r,noslop_full,17,sonnet,8,2,2,2,1,1
P17r,noslop_full,18,opus,10,2,2,2,2,2
P17r,noslop_full,18,sonnet,10,2,2,2,2,2
P17r,noslop_full,19,opus,7,2,1,2,2,0
P17r,noslop_full,19,sonnet,8,2,1,2,2,1
P17r,noslop_full,20,opus,10,2,2,2,2,2
P17r,noslop_full,20,sonnet,10,2,2,2,2,2
P17r,noslop_full,21,opus,10,2,2,2,2,2
P17r,noslop_full,21,sonnet,10,2,2,2,2,2
P17r,noslop_full,22,opus,10,2,2,2,2,2
P17r,noslop_full,22,sonnet,10,2,2,2,2,2
P17r,noslop_full,23,opus,9,2,2,2,2,1
P17r,noslop_full,23,sonnet,9,2,2,1,2,2
P17r,noslop_full,24,opus,9,2,2,1,2,2
P17r,noslop_full,25,opus,10,2,2,2,2,2
P17r,noslop_full,25,sonnet,10,2,2,2,2,2
P17r,noslop_full,26,opus,10,2,2,2,2,2
P17r,noslop_full,26,sonnet,9,2,2,1,2,2
P17r,noslop_full,27,opus,10,2,2,2,2,2
P17r,noslop_full,27,sonnet,9,2,2,1,2,2
P17r,noslop_full,28,opus,10,2,2,2,2,2
P17r,noslop_full,28,sonnet,10,2,2,2,2,2
P17r,noslop_full,29,opus,7,2,1,1,2,1
P17r,noslop_full,29,sonnet,7,2,1,1,2,1
P17r,noslop_full,30,opus,10,2,2,2,2,2
P17r,noslop_compact,1,opus,9,2,2,2,2,1
P17r,noslop_compact,1,sonnet,10,2,2,2,2,2
P17r,noslop_compact,2,opus,10,2,2,2,2,2
P17r,noslop_compact,2,sonnet,9,2,2,2,2,1
P17r,noslop_compact,3,opus,10,2,2,2,2,2
P17r,noslop_compact,3,sonnet,10,2,2,2,2,2
P17r,noslop_compact,4,opus,9,2,2,1,2,2
P17r,noslop_compact,5,opus,10,2,2,2,2,2
P17r,noslop_compact,5,sonnet,10,2,2,2,2,2
P17r,noslop_compact,6,opus,10,2,2,2,2,2
P17r,noslop_compact,6,sonnet,10,2,2,2,2,2
P17r,noslop_compact,7,opus,10,2,2,2,2,2
P17r,noslop_compact,8,opus,10,2,2,2,2,2
P17r,noslop_compact,8,sonnet,6,2,0,2,1,1
P17r,noslop_compact,9,opus,10,2,2,2,2,2
P17r,noslop_compact,9,sonnet,8,2,2,1,1,2
P17r,noslop_compact,10,opus,10,2,2,2,2,2
P17r,noslop_compact,10,sonnet,10,2,2,2,2,2
P17r,noslop_compact,11,opus,8,2,1,2,2,1
P17r,noslop_compact,11,sonnet,9,2,2,2,2,1
P17r,noslop_compact,12,opus,10,2,2,2,2,2
P17r,noslop_compact,12,sonnet,10,2,2,2,2,2
P17r,noslop_compact,13,opus,10,2,2,2,2,2
P17r,noslop_compact,13,sonnet,10,2,2,2,2,2
P17r,noslop_compact,14,opus,9,2,2,2,2,1
P17r,noslop_compact,14,sonnet,9,2,2,2,2,1
P17r,noslop_compact,15,opus,10,2,2,2,2,2
P17r,noslop_compact,15,sonnet,9,2,2,1,2,2
P17r,noslop_compact,16,opus,10,2,2,2,2,2
P17r,noslop_compact,16,sonnet,10,2,2,2,2,2
P17r,noslop_compact,17,opus,10,2,2,2,2,2
P17r,noslop_compact,17,sonnet,9,2,2,1,2,2
P17r,noslop_compact,18,opus,9,2,2,2,2,1
P17r,noslop_compact,18,sonnet,10,2,2,2,2,2
P17r,noslop_compact,19,opus,9,2,2,1,2,2
P17r,noslop_compact,19,sonnet,9,2,2,1,2,2
P17r,noslop_compact,20,opus,9,2,2,2,2,1
P17r,noslop_compact,20,sonnet,10,2,2,2,2,2
P17r,noslop_compact,21,opus,10,2,2,2,2,2
P17r,noslop_compact,21,sonnet,10,2,2,2,2,2
P17r,noslop_compact,22,opus,10,2,2,2,2,2
P17r,noslop_compact,22,sonnet,9,2,2,1,2,2
P17r,noslop_compact,23,opus,9,2,2,1,2,2
P17r,noslop_compact,23,sonnet,10,2,2,2,2,2
P17r,noslop_compact,24,opus,8,2,2,2,1,1
P17r,noslop_compact,24,sonnet,7,2,2,1,1,1
P17r,noslop_compact,25,opus,10,2,2,2,2,2
P17r,noslop_compact,25,sonnet,9,2,2,1,2,2
P17r,noslop_compact,26,opus,8,2,2,1,1,2
P17r,noslop_compact,26,sonnet,9,2,2,1,2,2
P17r,noslop_compact,27,opus,10,2,2,2,2,2
P17r,noslop_compact,27,sonnet,10,2,2,2,2,2
P17r,noslop_compact,28,opus,9,2,2,1,2,2
P17r,noslop_compact,28,sonnet,8,2,2,1,1,2
P17r,noslop_compact,29,opus,9,2,2,2,1,2
P17r,noslop_compact,30,opus,10,2,2,2,2,2
P17r,noslop_compact,30,sonnet,9,2,2,1,2,2
P17r,humanize,1,opus,7,2,0,2,2,1
P17r,humanize,1,sonnet,8,2,1,2,2,1
P17r,humanize,2,opus,9,2,2,2,2,1
P17r,humanize,2,sonnet,7,2,1,2,1,1
P17r,humanize,3,opus,8,2,1,2,2,1
P17r,humanize,4,opus,8,2,1,2,2,1
P17r,humanize,4,sonnet,7,2,1,2,1,1
P17r,humanize,5,opus,8,2,1,2,2,1
P17r,humanize,5,sonnet,8,2,1,2,2,1
P17r,humanize,6,opus,6,2,0,2,2,0
P17r,humanize,6,sonnet,10,2,2,2,2,2
P17r,humanize,7,opus,8,2,1,2,2,1
P17r,humanize,7,sonnet,8,2,1,2,2,1
P17r,humanize,8,opus,5,1,0,2,2,0
P17r,humanize,8,sonnet,5,1,0,2,2,0
P17r,humanize,9,opus,8,2,1,2,2,1
P17r,humanize,9,sonnet,7,2,1,1,2,1
P17r,humanize,10,opus,8,2,1,2,2,1
P17r,humanize,10,sonnet,7,1,1,2,2,1
P17r,humanize,11,opus,7,2,1,2,2,0
P17r,humanize,11,sonnet,7,2,0,2,2,1
P17r,humanize,12,opus,7,2,1,1,2,1
P17r,humanize,12,sonnet,6,2,1,1,1,1
P17r,humanize,13,opus,7,2,0,2,2,1
P17r,humanize,13,sonnet,8,2,1,2,2,1
P17r,humanize,14,opus,8,2,2,1,2,1
P17r,humanize,14,sonnet,5,2,0,1,2,0
P17r,humanize,15,opus,8,2,1,2,2,1
P17r,humanize,15,sonnet,10,2,2,2,2,2
P17r,humanize,16,opus,6,2,0,2,2,0
P17r,humanize,16,sonnet,5,2,0,2,1,0
P17r,humanize,17,opus,8,2,1,2,2,1
P17r,humanize,17,sonnet,8,2,1,2,2,1
P17r,humanize,18,opus,8,2,1,2,2,1
P17r,humanize,18,sonnet,7,2,1,2,1,1
P17r,humanize,19,opus,7,2,1,1,2,1
P17r,humanize,20,opus,8,2,1,2,2,1
P17r,humanize,20,sonnet,8,2,1,2,2,1
P17r,humanize,21,opus,8,2,1,2,2,1
P17r,humanize,22,opus,9,2,2,2,2,1
P17r,humanize,22,sonnet,10,2,2,2,2,2
P17r,humanize,23,opus,7,1,1,2,2,1
P17r,humanize,23,sonnet,6,1,1,2,1,1
P17r,humanize,24,opus,8,2,1,2,2,1
P17r,humanize,24,sonnet,9,2,2,1,2,2
P17r,humanize,25,opus,10,2,2,2,2,2
P17r,humanize,26,opus,6,2,0,2,2,0
P17r,humanize,26,sonnet,8,2,1,2,2,1
P17r,humanize,27,opus,8,2,1,2,2,1
P17r,humanize,27,sonnet,6,2,1,1,1,1
P17r,humanize,28,opus,7,2,1,1,2,1
P17r,humanize,28,sonnet,7,2,1,1,2,1
P17r,humanize,29,opus,8,2,1,2,2,1
P17r,humanize,29,sonnet,8,2,1,2,2,1
P17r,humanize,30,opus,6,2,0,2,2,0
P17r,humanize,30,sonnet,8,2,1,2,2,1
P17r,slopless,1,opus,6,2,0,2,2,0
P17r,slopless,1,sonnet,6,2,1,1,2,0
P17r,slopless,2,opus,5,2,0,1,1,1
P17r,slopless,2,sonnet,7,2,1,1,2,1
P17r,slopless,3,opus,8,2,1,2,2,1
P17r,slopless,3,sonnet,6,2,1,1,1,1
P17r,slopless,4,opus,5,2,0,2,1,0
P17r,slopless,4,sonnet,6,2,0,2,2,0
P17r,slopless,5,opus,7,2,1,2,1,1
P17r,slopless,5,sonnet,7,2,2,1,1,1
P17r,slopless,6,opus,6,2,0,2,2,0
P17r,slopless,6,sonnet,8,2,2,1,2,1
P17r,slopless,7,opus,8,2,2,0,2,2
P17r,slopless,7,sonnet,7,2,2,0,2,1
P17r,slopless,8,opus,4,1,0,2,1,0
P17r,slopless,8,sonnet,4,1,0,2,1,0
P17r,slopless,9,opus,7,2,0,2,2,1
P17r,slopless,9,sonnet,7,2,1,1,2,1
P17r,slopless,10,opus,5,1,1,2,1,0
P17r,slopless,10,sonnet,6,1,1,2,1,1
P17r,slopless,11,opus,8,2,1,2,2,1
P17r,slopless,11,sonnet,10,2,2,2,2,2
P17r,slopless,12,opus,6,2,0,2,1,1
P17r,slopless,12,sonnet,5,2,0,2,1,0
P17r,slopless,13,opus,5,2,0,1,2,0
P17r,slopless,13,sonnet,2,2,0,0,0,0
P17r,slopless,14,opus,7,2,0,2,2,1
P17r,slopless,14,sonnet,8,2,1,2,2,1
P17r,slopless,15,opus,8,2,1,2,2,1
P17r,slopless,15,sonnet,8,2,2,2,1,1
P17r,slopless,16,opus,7,2,1,1,2,1
P17r,slopless,16,sonnet,8,2,2,1,2,1
P17r,slopless,17,opus,5,2,0,1,2,0
P17r,slopless,17,sonnet,9,2,2,1,2,2
P17r,slopless,18,opus,8,2,1,2,2,1
P17r,slopless,18,sonnet,10,2,2,2,2,2
P17r,slopless,19,opus,5,2,0,1,2,0
P17r,slopless,19,sonnet,7,2,2,1,1,1
P17r,slopless,20,opus,8,2,2,1,1,2
P17r,slopless,20,sonnet,7,2,2,1,1,1
P17r,slopless,21,opus,8,2,1,2,2,1
P17r,slopless,21,sonnet,8,2,1,2,2,1
P17r,slopless,22,opus,6,2,0,2,2,0
P17r,slopless,22,sonnet,7,2,1,2,1,1
P17r,slopless,23,opus,9,2,2,2,1,2
P17r,slopless,23,sonnet,9,2,2,1,2,2
P17r,slopless,24,opus,7,2,0,2,2,1
P17r,slopless,24,sonnet,8,2,2,1,2,1
P17r,slopless,25,opus,8,2,1,2,2,1
P17r,slopless,25,sonnet,10,2,2,2,2,2
P17r,slopless,26,opus,6,2,1,1,1,1
P17r,slopless,26,sonnet,7,2,2,1,1,1
P17r,slopless,27,opus,6,2,0,2,2,0
P17r,slopless,27,sonnet,7,2,1,1,2,1
P17r,slopless,28,opus,7,2,0,2,2,1
P17r,slopless,28,sonnet,10,2,2,2,2,2
P17r,slopless,29,opus,7,2,1,1,2,1
P17r,slopless,30,opus,8,2,1,2,2,1
P17r,slopless,30,sonnet,6,2,1,1,1,1
P17r,jalaalrd,1,opus,6,2,0,1,2,1
P17r,jalaalrd,1,sonnet,7,2,2,1,1,1
P17r,jalaalrd,2,opus,8,2,1,2,2,1
P17r,jalaalrd,2,sonnet,8,2,1,2,2,1
P17r,jalaalrd,3,opus,7,2,0,2,2,1
P17r,jalaalrd,3,sonnet,9,2,2,2,2,1
P17r,jalaalrd,4,opus,7,2,0,2,2,1
P17r,jalaalrd,4,sonnet,6,2,1,2,1,0
P17r,jalaalrd,5,opus,6,2,0,2,2,0
P17r,jalaalrd,5,sonnet,8,2,1,2,2,1
P17r,jalaalrd,6,opus,6,2,0,2,2,0
P17r,jalaalrd,6,sonnet,7,2,0,2,2,1
P17r,jalaalrd,7,opus,8,2,1,2,2,1
P17r,jalaalrd,7,sonnet,8,2,2,2,2,0
P17r,jalaalrd,8,opus,6,2,0,2,2,0
P17r,jalaalrd,8,sonnet,6,2,1,2,1,0
P17r,jalaalrd,9,opus,8,2,1,2,2,1
P17r,jalaalrd,9,sonnet,8,2,2,1,2,1
P17r,jalaalrd,10,opus,8,2,1,2,2,1
P17r,jalaalrd,10,sonnet,7,2,1,2,2,0
P17r,jalaalrd,11,opus,7,2,1,2,2,0
P17r,jalaalrd,11,sonnet,9,2,2,2,2,1
P17r,jalaalrd,12,opus,6,2,0,2,2,0
P17r,jalaalrd,12,sonnet,5,2,0,2,1,0
P17r,jalaalrd,13,opus,7,2,0,2,2,1
P17r,jalaalrd,13,sonnet,8,2,1,2,2,1
P17r,jalaalrd,14,opus,6,2,0,1,2,1
P17r,jalaalrd,14,sonnet,5,2,0,0,2,1
P17r,jalaalrd,15,opus,8,2,1,2,2,1
P17r,jalaalrd,15,sonnet,10,2,2,2,2,2
P17r,jalaalrd,16,opus,6,2,0,2,2,0
P17r,jalaalrd,16,sonnet,6,2,1,2,1,0
P17r,jalaalrd,17,opus,8,2,1,2,2,1
P17r,jalaalrd,17,sonnet,8,2,1,2,2,1
P17r,jalaalrd,18,opus,8,2,1,2,2,1
P17r,jalaalrd,18,sonnet,8,2,2,2,1,1
P17r,jalaalrd,19,opus,8,2,1,2,2,1
P17r,jalaalrd,19,sonnet,7,2,1,2,2,0
P17r,jalaalrd,20,opus,6,2,0,2,2,0
P17r,jalaalrd,20,sonnet,7,2,1,2,2,0
P17r,jalaalrd,21,opus,6,2,0,2,2,0
P17r,jalaalrd,22,opus,8,2,1,2,2,1
P17r,jalaalrd,23,opus,8,2,1,2,2,1
P17r,jalaalrd,23,sonnet,9,2,2,2,2,1
P17r,jalaalrd,24,opus,7,2,1,1,2,1
P17r,jalaalrd,24,sonnet,8,2,2,1,2,1
P17r,jalaalrd,25,opus,7,2,0,2,2,1
P17r,jalaalrd,25,sonnet,6,2,0,2,2,0
P17r,jalaalrd,26,opus,8,2,1,2,2,1
P17r,jalaalrd,26,sonnet,8,2,1,2,2,1
P17r,jalaalrd,27,opus,10,2,2,2,2,2
P17r,jalaalrd,27,sonnet,8,2,2,2,2,0
P17r,jalaalrd,28,opus,7,2,1,2,2,0
P17r,jalaalrd,28,sonnet,6,2,1,2,1,0
P17r,jalaalrd,29,opus,6,2,0,2,2,0
P17r,jalaalrd,29,sonnet,5,2,0,2,1,0
P17r,jalaalrd,30,opus,7,2,0,2,2,1
P17r,jalaalrd,30,sonnet,7,2,1,2,2,0
P18,bare,1,opus,5,2,1,2,0,0
P18,bare,6,opus,5,2,1,2,0,0
P18,noslop_full,29,sonnet,5,2,1,1,0,1
P18,noslop_compact,15,opus,7,2,1,2,1,1
P18,humanize,13,sonnet,6,2,1,2,0,1
P18,humanize,26,sonnet,6,2,1,2,0,1
P18,humanize,17,opus,7,2,1,2,1,1
P18,slopless,11,opus,6,2,1,1,1,1
P17r,bare,6,opus,9,2,2,2,2,1
P17r,bare,13,opus,8,2,2,1,2,1
P17r,bare,9,sonnet,7,2,2,1,1,1
P17r,bare,13,sonnet,7,2,2,1,1,1
P17r,noslop_full,4,opus,8,2,2,1,2,1
P17r,noslop_full,16,sonnet,8,2,2,1,2,1
P17r,noslop_full,24,sonnet,9,2,2,1,2,2
P17r,noslop_full,30,sonnet,10,2,2,2,2,2
P17r,noslop_compact,4,sonnet,9,2,2,1,2,2
P17r,noslop_compact,7,sonnet,9,2,2,1,2,2
P17r,noslop_compact,29,sonnet,8,2,2,1,1,2
P17r,humanize,3,sonnet,7,2,1,1,2,1
P17r,humanize,19,sonnet,5,2,0,1,1,1
P17r,humanize,21,sonnet,7,2,1,2,2,0
P17r,humanize,25,sonnet,5,2,0,1,1,1
P17r,slopless,29,sonnet,9,2,2,1,2,2
P17r,jalaalrd,21,sonnet,6,2,1,1,2,0
P17r,jalaalrd,22,sonnet,6,2,2,1,1,0
